
2023-10-18 09:38:34.508813 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '8656019854176', 'Qty': '1.000', 'ItemDueAmount': 6600}, {'Barcode': '2332130000000', 'Qty': '0.834', 'ItemDueAmount': 4337}, {'Barcode': '2324460000003', 'Qty': '0.902', 'ItemDueAmount': 3067}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 14004}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000155', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416930;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '8654000560716', 'Qty': '1.000', 'ItemDueAmount': 4180}, {'Barcode': '8656021354169', 'Qty': '1.000', 'ItemDueAmount': 3740}, {'Barcode': '2315120000006', 'Qty': '0.376', 'ItemDueAmount': 16830}, {'Barcode': '2315120000006', 'Qty': '0.386', 'ItemDueAmount': 17277}, {'Barcode': '2086500310014', 'Qty': '1.000', 'ItemDueAmount': 370}, {'Barcode': '2325140000009', 'Qty': '0.526', 'ItemDueAmount': 6049}, {'Barcode': '8654000100332', 'Qty': '1.000', 'ItemDueAmount': 15000}, {'Barcode': '8888196120427', 'Qty': '2.000', 'ItemDueAmount': 5620}, {'Barcode': '8850228000151', 'Qty': '6.000', 'ItemDueAmount': 16500}, {'Barcode': '4607018771821', 'Qty': '4.000', 'ItemDueAmount': 14360}, {'Barcode': '8656170005202', 'Qty': '4.000', 'ItemDueAmount': 4200}, {'Barcode': '2324700000008', 'Qty': '0.936', 'ItemDueAmount': 13085}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 117210}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000156', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416931;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2325690000009', 'Qty': '0.994', 'ItemDueAmount': 1461}, {'Barcode': '8859296300385', 'Qty': '1.000', 'ItemDueAmount': 6780}, {'Barcode': '2325710000002', 'Qty': '0.510', 'ItemDueAmount': 1275}, {'Barcode': '3245413419996', 'Qty': '1.000', 'ItemDueAmount': 3200}, {'Barcode': '3560071210656', 'Qty': '1.000', 'ItemDueAmount': 11500}, {'Barcode': '8720573208413', 'Qty': '1.000', 'ItemDueAmount': 3000}, {'Barcode': '7622201677879', 'Qty': '1.000', 'ItemDueAmount': 11800}, {'Barcode': '8656004280171', 'Qty': '1.000', 'ItemDueAmount': 2530}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 41545}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000154', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416929;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '4600680001708', 'Qty': '1.000', 'ItemDueAmount': 2640}, {'Barcode': '8654000653821', 'Qty': '1.000', 'ItemDueAmount': 2550}, {'Barcode': '8656021338251', 'Qty': '4.000', 'ItemDueAmount': 220000}, {'Barcode': '2325630000007', 'Qty': '1.000', 'ItemDueAmount': 2480}, {'Barcode': '2324810000004', 'Qty': '1.000', 'ItemDueAmount': 7500}, {'Barcode': '4601339004842', 'Qty': '1.000', 'ItemDueAmount': 4230}, {'Barcode': '8656170014310', 'Qty': '12.000', 'ItemDueAmount': 38280}, {'Barcode': '4890008110308', 'Qty': '6.000', 'ItemDueAmount': 15900}, {'Barcode': '4890008120307', 'Qty': '6.000', 'ItemDueAmount': 15900}, {'Barcode': '4890008100309', 'Qty': '13.000', 'ItemDueAmount': 34450}, {'Barcode': '4650075425237', 'Qty': '2.000', 'ItemDueAmount': 14040}, {'Barcode': '8656488107179', 'Qty': '20.000', 'ItemDueAmount': 15400}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 373370}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000149', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416926;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '645175570288', 'Qty': '2.000', 'ItemDueAmount': 8920}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 8920}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000160', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416935;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2330170000004', 'Qty': '1.000', 'ItemDueAmount': 3350}, {'Barcode': '2325240000008', 'Qty': '1.000', 'ItemDueAmount': 3300}, {'Barcode': '2325240000008', 'Qty': '1.000', 'ItemDueAmount': 3300}, {'Barcode': '8656020601578', 'Qty': '3.000', 'ItemDueAmount': 7680}, {'Barcode': '2360140000000', 'Qty': '0.294', 'ItemDueAmount': 4410}, {'Barcode': '8656002858174', 'Qty': '1.000', 'ItemDueAmount': 9880}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 31920}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000163', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416938;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '8656014119171', 'Qty': '1.000', 'ItemDueAmount': 2390}, {'Barcode': '5904637000820', 'Qty': '1.000', 'ItemDueAmount': 7000}, {'Barcode': '80741251', 'Qty': '1.000', 'ItemDueAmount': 4080}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 13470}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000167', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416940;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '9556437007408', 'Qty': '1.000', 'ItemDueAmount': 7380}, {'Barcode': '8658000299652', 'Qty': '1.000', 'ItemDueAmount': 19950}, {'Barcode': '8809228440429', 'Qty': '1.000', 'ItemDueAmount': 3100}, {'Barcode': '3270190130796', 'Qty': '1.000', 'ItemDueAmount': 1630}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 32060}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000151', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416928;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2300830000002', 'Qty': '4.000', 'ItemDueAmount': 7200}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 7200}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000150', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416927;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 {'Sales': [{'SaleItems': [{'Barcode': '2300690000006', 'Qty': '1.000', 'ItemDueAmount': 15900}, {'Barcode': '2301200000004', 'Qty': '1.000', 'ItemDueAmount': 4900}, {'Barcode': '2301170000004', 'Qty': '1.000', 'ItemDueAmount': 3900}, {'Barcode': '2301430000003', 'Qty': '2.000', 'ItemDueAmount': 3200}, {'Barcode': '2301110000002', 'Qty': '1.000', 'ItemDueAmount': 2900}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 30800}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000157', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416932;cashiername: Ariunzaya
2023-10-18 10:51:39.650324 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:51:39.650324 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 10:51:39.650324 Cannot insert the value NULL into column 'VATIncluded', table 'InfinityPOS.dbo.psSales'; column does not allow nulls. INSERT fails.
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656014119171', 'Qty': '1.000', 'ItemDueAmount': 2390}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 2390}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000178', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416947;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2300830000002', 'Qty': '6.000', 'ItemDueAmount': 10800}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 10800}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000186', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416953;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2325070000001', 'Qty': '0.866', 'ItemDueAmount': 13769}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '6937944904146', 'Qty': '1.000', 'ItemDueAmount': 9030}, {'Barcode': '4870206411711', 'Qty': '1.000', 'ItemDueAmount': 10030}, {'Barcode': '4605504522728', 'Qty': '1.000', 'ItemDueAmount': 5100}, {'Barcode': '4600375913798', 'Qty': '1.000', 'ItemDueAmount': 4130}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 42279}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000195', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416960;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '6970002930190', 'Qty': '4.000', 'ItemDueAmount': 20240}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 20240}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000199', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416962;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4870112002386', 'Qty': '1.000', 'ItemDueAmount': 4170}, {'Barcode': '2301990000000', 'Qty': '0.300', 'ItemDueAmount': 11925}, {'Barcode': '8656170005172', 'Qty': '1.000', 'ItemDueAmount': 3700}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 19795}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000194', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416959;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8658000063611', 'Qty': '1.000', 'ItemDueAmount': 29480}, {'Barcode': '2360040000001', 'Qty': '0.344', 'ItemDueAmount': 4472}, {'Barcode': '8936036027013', 'Qty': '1.000', 'ItemDueAmount': 5930}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 39882}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000202', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416965;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2300830000002', 'Qty': '6.000', 'ItemDueAmount': 10800}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 10800}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000184', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416951;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2304520000006', 'Qty': '1.000', 'ItemDueAmount': 9900}, {'Barcode': '2300770000001', 'Qty': '1.000', 'ItemDueAmount': 2900}, {'Barcode': '2301200000004', 'Qty': '1.000', 'ItemDueAmount': 4900}, {'Barcode': '2343590000004', 'Qty': '1.000', 'ItemDueAmount': 9900}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 27600}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000200', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416963;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020651627', 'Qty': '1.000', 'ItemDueAmount': 6980}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 7200}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000203', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416966;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '4650062771453', 'Qty': '1.000', 'ItemDueAmount': 4450}, {'Barcode': '8656021270063', 'Qty': '1.000', 'ItemDueAmount': 2630}, {'Barcode': '3040695820054', 'Qty': '3.000', 'ItemDueAmount': 19500}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 26580}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000193', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416958;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020763122', 'Qty': '1.000', 'ItemDueAmount': 12200}, {'Barcode': '8656004268179', 'Qty': '1.000', 'ItemDueAmount': 2640}, {'Barcode': '8656020816149', 'Qty': '1.000', 'ItemDueAmount': 4300}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 19360}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000232', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416988;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020764358', 'Qty': '2.000', 'ItemDueAmount': 9000}, {'Barcode': '3560071426613', 'Qty': '1.000', 'ItemDueAmount': 3550}, {'Barcode': '8656015047176', 'Qty': '1.000', 'ItemDueAmount': 6000}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 18770}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000182', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416949;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8658000058044', 'Qty': '1.000', 'ItemDueAmount': 3520}, {'Barcode': '2325650000001', 'Qty': '0.216', 'ItemDueAmount': 3326}], 'SalePayments': [{'PaymentTypeID': 'QPay', 'PaymentAmount': 6846}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000185', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416952;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8658000661817', 'Qty': '1.000', 'ItemDueAmount': 4060}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656020884674', 'Qty': '1.000', 'ItemDueAmount': 2560}, {'Barcode': '8654000560846', 'Qty': '1.000', 'ItemDueAmount': 2420}, {'Barcode': '2332370000006', 'Qty': '2.000', 'ItemDueAmount': 7000}, {'Barcode': '2330280000000', 'Qty': '2.000', 'ItemDueAmount': 3600}, {'Barcode': '9421907143026', 'Qty': '1.000', 'ItemDueAmount': 33000}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 52860}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000176', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416945;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020844272', 'Qty': '1.000', 'ItemDueAmount': 1240}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 1240}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000171', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416942;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2301180000001', 'Qty': '1.000', 'ItemDueAmount': 2000}, {'Barcode': '2300690000006', 'Qty': '1.000', 'ItemDueAmount': 15900}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 17900}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000179', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416948;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 220}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000216', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416975;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2304520000006', 'Qty': '1.000', 'ItemDueAmount': 9900}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 9900}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000172', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416943;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656000578197', 'Qty': '1.000', 'ItemDueAmount': 5760}, {'Barcode': '3560071258245', 'Qty': '2.000', 'ItemDueAmount': 2920}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 8680}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000234', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416990;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656020613588', 'Qty': '1.000', 'ItemDueAmount': 11880}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 11880}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000235', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416991;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656020764358', 'Qty': '1.000', 'ItemDueAmount': 4500}, {'Barcode': '9556121026463', 'Qty': '1.000', 'ItemDueAmount': 8350}, {'Barcode': '3560070774456', 'Qty': '1.000', 'ItemDueAmount': 10700}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 23770}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000170', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416941;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656000039032', 'Qty': '1.000', 'ItemDueAmount': 15720}, {'Barcode': '2325540000005', 'Qty': '0.334', 'ItemDueAmount': 3307}, {'Barcode': '8016268001934', 'Qty': '1.000', 'ItemDueAmount': 12180}, {'Barcode': '8656021552367', 'Qty': '1.000', 'ItemDueAmount': 9500}, {'Barcode': '8656000207011', 'Qty': '1.000', 'ItemDueAmount': 9120}, {'Barcode': '2325710000002', 'Qty': '0.328', 'ItemDueAmount': 820}, {'Barcode': '2325200000000', 'Qty': '0.506', 'ItemDueAmount': 2985}, {'Barcode': '8801252054511', 'Qty': '1.000', 'ItemDueAmount': 13630}, {'Barcode': '8809058413709', 'Qty': '1.000', 'ItemDueAmount': 8900}, {'Barcode': '3560071316822', 'Qty': '1.000', 'ItemDueAmount': 3920}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 80082}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000175', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416944;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 220}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000183', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416950;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '8656021447069', 'Qty': '1.000', 'ItemDueAmount': 4280}], 'SalePayments': [{'PaymentTypeID': 'Cash', 'PaymentAmount': 4280}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000228', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416984;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2323210000003', 'Qty': '0.186', 'ItemDueAmount': 2790}, {'Barcode': '2323220000000', 'Qty': '0.158', 'ItemDueAmount': 2844}, {'Barcode': '8656004268179', 'Qty': '1.000', 'ItemDueAmount': 2640}, {'Barcode': '2086500310021', 'Qty': '1.000', 'ItemDueAmount': 220}, {'Barcode': '8656020857104', 'Qty': '1.000', 'ItemDueAmount': 7560}, {'Barcode': '8656020848676', 'Qty': '1.000', 'ItemDueAmount': 6160}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 22214}], 'TerminalID': '3404', 'CashierEmpCode': '196', 'DDTDNo': '000002057441034231018003404000177', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416946;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '3615005598512', 'Qty': '1.000', 'ItemDueAmount': 11600}], 'SalePayments': [{'PaymentTypeID': 'Golomt Bank', 'PaymentAmount': 11600}], 'TerminalID': '3405', 'CashierEmpCode': '221', 'DDTDNo': '000002057441034231018003405000187', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416954;cashiername: Nomuundalai
2023-10-18 11:38:45.205075 {'Sales': [{'SaleItems': [{'Barcode': '2300720000006', 'Qty': '2.000', 'ItemDueAmount': 11800}, {'Barcode': '2304520000006', 'Qty': '1.000', 'ItemDueAmount': 9900}, {'Barcode': '2300020000003', 'Qty': '3.000', 'ItemDueAmount': 7500}, {'Barcode': '2301870000007', 'Qty': '1.000', 'ItemDueAmount': 9900}], 'SalePayments': [{'PaymentTypeID': 'Khan Bank', 'PaymentAmount': 39100}], 'TerminalID': '3417', 'CashierEmpCode': '200', 'DDTDNo': '000002057441034231018003417000192', 'TxnType': 'IN', 'SiteId': '08'}], 'token': 'R/CttOjflqG55XHt9zr3FdX8kjbKlbkQt002zNgsdSs='};order_id: 416957;cashiername: Nomuundalai
